,ImageID,LabelName,Conf,XMin,XMax,YMin,YMax
0,livestock_pig_bbox_004945.jpg,pig,0.8643366091149456,0.47122101321162113,0.584632189664093,0.45905282831575234,0.6924558552284082
1,livestock_pig_bbox_002192.jpg,pig,0.9280054041074141,0.17869744226640671,0.9766043177672813,0.22359623403910478,0.7432090437419585
2,livestock_pig_bbox_005084.jpg,cow,0.35645536561844504,0.6521052103636998,0.7969844047520914,0.7074734517560403,0.7427686427591493
3,livestock_pig_bbox_002311.jpg,pig,0.42623584907916334,0.2746215951928873,0.6856980079642894,0.506252264657028,0.5759320972816628
4,livestock_pig_bbox_002254.jpg,pig,0.5953613285039354,0.10339063583752628,0.49823149063800143,0.2156442146611901,0.7874938724710902
5,livestock_pig_bbox_004857.jpg,pig,0.7308587815983655,0.33271588643487227,0.9507752216586027,0.11150844840380947,0.32864270827091346
6,livestock_pig_bbox_004912.jpg,pig,0.08874825195026681,0.09211673816367993,0.933930733533681,0.5447415639129386,0.9157000727608866
7,livestock_pig_bbox_002346.jpg,cow,0.4930252519236581,0.6485612064702109,0.8223536994005384,0.5484804445463533,0.7394136410391899
8,livestock_pig_bbox_002203.jpg,pig,0.2638451356268724,0.9113513425969221,0.9167206727753744,0.7853558994127103,0.8772035925411583
9,livestock_pig_bbox_004904.jpg,pig,0.9332845154672418,0.09730528839831643,0.167422749400439,0.23931272974615925,0.51409082619956
10,livestock_pig_bbox_002350.jpg,pig,0.5692499083939306,0.6000998729106201,0.6056511910693334,0.16832597425015472,0.5487068683062231
11,livestock_pig_bbox_002215.jpg,pig,0.3947265272391761,0.6879537521836049,0.8579683835868294,0.8178729046066366,0.9148713810680787
12,livestock_pig_bbox_002184.jpg,pig,0.8876601949843227,0.1843707712017857,0.49609881169089254,0.41193051047977824,0.7892862210470477
13,livestock_pig_bbox_004953.jpg,pig,0.10924272543927482,0.19281895940673122,0.6738687755025896,0.287309091371034,0.7587989348532761
14,livestock_pig_bbox_002307.jpg,cow,0.9919555817563758,0.8005981826436922,0.9460639754783711,0.6421961184401016,0.6951299853150061
15,livestock_pig_bbox_005092.jpg,cow,0.6818550155831054,0.19593626540453213,0.9737110379148237,0.8224555368142222,0.9692882110733497
16,livestock_pig_bbox_002242.jpg,cow,0.11852684801304458,0.13342658225938886,0.21431006123201424,0.9256955718445179,0.956259223285591
17,livestock_pig_bbox_002405.jpg,cow,0.3247423015545515,0.8654298246859216,0.9750255475921239,0.2412673363571003,0.2557264663876684
18,livestock_pig_bbox_004928.jpg,cow,0.8053044630455723,0.3989539065740738,0.9699354409260146,0.3155395912121609,0.34809025750567146
19,livestock_pig_bbox_004882.jpg,pig,0.21499218618896976,0.3472516732278518,0.659158330970862,0.44808146632175405,0.9170812743593485
20,livestock_pig_bbox_005006.jpg,cow,0.4187139372238827,0.34752367179814847,0.5503076518960718,0.8372143701365906,0.9173665935160105
21,livestock_pig_bbox_002239.jpg,pig,0.38200693474661196,0.11649750101316447,0.9015352524971297,0.2682462900466063,0.5522931061291166
22,livestock_pig_bbox_002393.jpg,pig,0.1250756746792353,0.2691404206258893,0.44847557754461576,0.430415822068406,0.4941038441431024
23,livestock_pig_bbox_004990.jpg,cow,0.5154825377236739,0.49008541558030005,0.5454524904574778,0.3009811641731732,0.980879697914291
24,livestock_pig_bbox_005051.jpg,pig,0.705469260836795,0.7907081663830863,0.884293905682228,0.12770014416511344,0.6687489187375931
25,livestock_pig_bbox_002281.jpg,pig,0.2715101485806559,0.26975807249112027,0.4919814948122838,0.7421867574371439,0.8340412566198686
26,livestock_pig_bbox_004969.jpg,pig,0.29664258290553047,0.5346357322709164,0.7939245042358181,0.00596109108316023,0.4992899661651935
27,livestock_pig_bbox_004986.jpg,pig,0.02480714323555866,0.2259669128020485,0.9801043265425393,0.05518263439293758,0.5520314479481505
28,livestock_pig_bbox_005047.jpg,pig,0.12517201970765424,0.44279946524688907,0.8763956370147105,0.1364254959796244,0.815827907240197
